speed_kmh,shutter_us,illum_lx,iso,axis,frame,bew_px,mtf50_cy_px,n_roi
30,100,40000,1600,V,10.png,3.42,0.1578,2
30,250,15000,1250,H,01.png,8.93,0.0529,2
30,250,15000,1250,H,02.png,8.745000000000001,0.05405,2
30,250,15000,1250,H,03.png,8.67,0.054599999999999996,2
30,250,15000,1250,H,04.png,8.844999999999999,0.05335,2
30,250,15000,1250,H,05.png,8.79,0.05365,2
30,250,15000,1250,H,06.png,8.71,0.054349999999999996,2
30,250,15000,1250,H,07.png,8.969999999999999,0.05305,2
30,250,15000,1250,H,08.png,8.73,0.05395,2
30,250,15000,1250,H,09.png,8.735,0.054349999999999996,2
30,250,15000,1250,H,10.png,8.725000000000001,0.0539,2
30,250,15000,1250,V,01.png,3.3,0.1578,2
30,250,15000,1250,V,02.png,3.08,0.16670000000000001,2
30,250,15000,1250,V,03.png,3.04,0.1696,2
30,250,15000,1250,V,04.png,3.2800000000000002,0.15835,2
30,250,15000,1250,V,05.png,3.1799999999999997,0.16544999999999999,2
30,250,15000,1250,V,06.png,3.085,0.16815,2
30,250,15000,1250,V,07.png,3.2800000000000002,0.1585,2
30,250,15000,1250,V,08.png,3.1950000000000003,0.16554999999999997,2
30,250,15000,1250,V,09.png,3.12,0.1673,2
30,250,15000,1250,V,10.png,3.13,0.1666,2
30,250,40000,1250,H,01.png,8.355,0.0579,2
30,250,40000,1250,H,02.png,8.215,0.0586,2
30,250,40000,1250,H,03.png,8.344999999999999,0.0579,2
30,250,40000,1250,H,04.png,8.195,0.05865,2
30,250,40000,1250,H,05.png,8.434999999999999,0.0574,2
30,250,40000,1250,H,06.png,8.254999999999999,0.058499999999999996,2
30,250,40000,1250,H,07.png,8.45,0.0572,2
30,250,40000,1250,H,08.png,8.29,0.05785,2
30,250,40000,1250,H,09.png,8.295,0.05755,2
30,250,40000,1250,H,10.png,8.29,0.058050000000000004,2
30,250,40000,1250,V,01.png,3.57,0.1528,2
30,250,40000,1250,V,02.png,3.75,0.1503,2
30,250,40000,1250,V,03.png,3.535,0.1531,2
30,250,40000,1250,V,04.png,3.7199999999999998,0.14865,2
30,250,40000,1250,V,05.png,3.515,0.1542,2
30,250,40000,1250,V,06.png,3.685,0.15155000000000002,2
30,250,40000,1250,V,07.png,3.5149999999999997,0.154,2
30,250,40000,1250,V,08.png,3.67,0.1494,2
30,250,40000,1250,V,09.png,3.615,0.1502,2
30,250,40000,1250,V,10.png,3.615,0.1532,2
30,500,15000,640,H,01.png,16.425,0.02905,2
30,500,15000,640,H,02.png,16.42,0.0291,2
30,500,15000,640,H,03.png,16.395,0.02905,2
30,500,15000,640,H,04.png,16.41,0.028999999999999998,2
30,500,15000,640,H,05.png,16.34,0.0291,2
30,500,15000,640,H,06.png,16.395,0.028999999999999998,2
30,500,15000,640,H,07.png,16.455,0.0288,2
30,500,15000,640,H,08.png,16.33,0.02905,2
30,500,15000,640,H,09.png,16.355,0.02905,2
30,500,15000,640,H,10.png,16.375,0.029150000000000002,2
30,500,15000,640,V,01.png,3.465,0.14905000000000002,2
30,500,15000,640,V,02.png,3.415,0.1506,2
30,500,15000,640,V,03.png,3.465,0.1484,2
30,500,15000,640,V,04.png,3.395,0.1506,2
30,500,15000,640,V,05.png,3.3449999999999998,0.15435,2
30,500,15000,640,V,06.png,3.495,0.1471,2
30,500,15000,640,V,07.png,3.69,0.1376,2
30,500,15000,640,V,08.png,3.6,0.1404,2
30,500,15000,640,V,09.png,3.505,0.14679999999999999,2
30,500,15000,640,V,10.png,3.4000000000000004,0.1491,2
30,500,40000,640,H,01.png,15.16,0.03195,2
30,500,40000,640,H,02.png,15.120000000000001,0.0322,2
30,500,40000,640,H,03.png,15.329999999999998,0.03165,2
30,500,40000,640,H,04.png,15.18,0.0322,2
30,500,40000,640,H,05.png,15.315000000000001,0.03165,2
30,500,40000,640,H,06.png,15.165,0.0319,2
30,500,40000,640,H,07.png,15.165,0.0322,2
30,500,40000,640,H,08.png,15.02,0.03245,2
30,500,40000,640,H,09.png,15.155,0.032299999999999995,2
30,500,40000,640,H,10.png,15.07,0.0326,2
30,500,40000,640,V,01.png,3.27,0.15485,2
30,500,40000,640,V,02.png,3.18,0.15965000000000001,2
30,500,40000,640,V,03.png,3.31,0.1542,2
30,500,40000,640,V,04.png,3.205,0.15835,2
30,500,40000,640,V,05.png,3.33,0.1542,2
30,500,40000,640,V,06.png,3.26,0.15505,2
30,500,40000,640,V,07.png,3.25,0.15725,2
30,500,40000,640,V,08.png,3.135,0.1632,2
30,500,40000,640,V,09.png,3.15,0.1633,2
30,500,40000,640,V,10.png,3.1399999999999997,0.1621,2
50,50,15000,1600,H,01.png,4.35,0.11655,2
50,50,15000,1600,H,02.png,4.665,0.1073,2
50,50,15000,1600,H,03.png,5.04,0.09985,2
50,50,15000,1600,H,04.png,4.46,0.1123,2
50,50,15000,1600,H,05.png,4.305,0.11775,2
50,50,15000,1600,H,06.png,4.765,0.1046,2
50,50,15000,1600,H,07.png,4.62,0.10805000000000001,2
50,50,15000,1600,H,08.png,4.18,0.11989999999999999,2
50,50,15000,1600,H,09.png,4.515,0.10905000000000001,2
50,50,15000,1600,H,10.png,4.1,0.1235,2
50,50,15000,1600,V,01.png,2.855,0.18245,2
50,50,15000,1600,V,02.png,3.06,0.17125,2
50,50,15000,1600,V,03.png,3.27,0.1624,2
50,50,15000,1600,V,04.png,2.865,0.17885,2
50,50,15000,1600,V,05.png,2.975,0.17454999999999998,2
50,50,15000,1600,V,06.png,3.105,0.16855,2
50,50,15000,1600,V,07.png,3.115,0.1693,2
50,50,15000,1600,V,08.png,2.8899999999999997,0.1869,2
50,50,15000,1600,V,09.png,3.025,0.17165,2
50,50,15000,1600,V,10.png,2.7350000000000003,0.1915,2
50,50,40000,1600,H,01.png,4.385,0.11495,2
50,50,40000,1600,H,02.png,4.43,0.11460000000000001,2
50,50,40000,1600,H,03.png,4.34,0.11555,2
50,50,40000,1600,H,04.png,4.305,0.1148,2
50,50,40000,1600,H,05.png,4.484999999999999,0.11305,2
50,50,40000,1600,H,06.png,4.45,0.11225,2
50,50,40000,1600,H,07.png,4.41,0.11365,2
50,50,40000,1600,H,08.png,4.61,0.11195,2
50,50,40000,1600,H,09.png,4.83,0.1051,2
50,50,40000,1600,H,10.png,4.33,0.11455000000000001,2
50,50,40000,1600,V,01.png,3.475,0.15689999999999998,2
50,50,40000,1600,V,02.png,3.42,0.15410000000000001,2
50,50,40000,1600,V,03.png,3.36,0.15585,2
50,50,40000,1600,V,04.png,3.495,0.15355000000000002,2
50,50,40000,1600,V,05.png,3.47,0.1526,2
50,50,40000,1600,V,06.png,3.4349999999999996,0.15660000000000002,2
50,50,40000,1600,V,07.png,3.38,0.15439999999999998,2
50,50,40000,1600,V,08.png,3.415,0.1519,2
50,50,40000,1600,V,09.png,3.385,0.1548,2
50,50,40000,1600,V,10.png,3.425,0.15435,2
50,100,15000,1600,H,01.png,6.1899999999999995,0.07669999999999999,2
50,100,15000,1600,H,02.png,6.21,0.0767,2
50,100,15000,1600,H,03.png,6.26,0.0764,2
50,100,15000,1600,H,04.png,6.51,0.07375000000000001,2
50,100,15000,1600,H,05.png,6.18,0.0759,2
50,100,15000,1600,H,06.png,6.465,0.0753,2
50,100,15000,1600,H,07.png,6.3100000000000005,0.07485,2
50,100,15000,1600,H,08.png,6.635,0.07195,2
50,100,15000,1600,H,09.png,6.640000000000001,0.0731,2
50,100,15000,1600,H,10.png,6.26,0.07545,2
50,100,15000,1600,V,01.png,2.88,0.1837,2
50,100,15000,1600,V,02.png,2.915,0.18675,2
50,100,15000,1600,V,03.png,2.9000000000000004,0.17709999999999998,2
50,100,15000,1600,V,04.png,3.0949999999999998,0.16535,2
50,100,15000,1600,V,05.png,2.9450000000000003,0.17775000000000002,2
50,100,15000,1600,V,06.png,3.085,0.1721,2
50,100,15000,1600,V,07.png,3.0,0.17245,2
50,100,15000,1600,V,08.png,3.1799999999999997,0.16085,2
50,100,15000,1600,V,09.png,3.175,0.1629,2
50,100,15000,1600,V,10.png,2.96,0.1765,2
50,100,40000,1600,H,01.png,6.38,0.0747,2
50,100,40000,1600,H,02.png,6.59,0.07275000000000001,2
50,100,40000,1600,H,03.png,6.355,0.07519999999999999,2
50,100,40000,1600,H,04.png,6.619999999999999,0.0727,2
50,100,40000,1600,H,05.png,6.43,0.0746,2
50,100,40000,1600,H,06.png,6.33,0.0757,2
50,100,40000,1600,H,07.png,6.645,0.07285,2
50,100,40000,1600,H,08.png,6.375,0.07515,2
50,100,40000,1600,H,09.png,6.6850000000000005,0.07189999999999999,2
50,100,40000,1600,H,10.png,6.345,0.0753,2
50,100,40000,1600,V,01.png,3.46,0.15505,2
50,100,40000,1600,V,02.png,3.545,0.1522,2
50,100,40000,1600,V,03.png,3.45,0.15194999999999997,2
50,100,40000,1600,V,04.png,3.58,0.14695,2
50,100,40000,1600,V,05.png,3.525,0.15639999999999998,2
50,100,40000,1600,V,06.png,3.505,0.15560000000000002,2
50,100,40000,1600,V,07.png,3.5549999999999997,0.1498,2
50,100,40000,1600,V,08.png,3.495,0.1542,2
50,100,40000,1600,V,09.png,3.64,0.1472,2
50,100,40000,1600,V,10.png,3.46,0.15505000000000002,2
50,250,15000,1250,H,01.png,13.975000000000001,0.0339,2
50,250,15000,1250,H,02.png,14.004999999999999,0.034,2
50,250,15000,1250,H,03.png,13.805,0.03435,2
50,250,15000,1250,H,04.png,13.82,0.0343,2
50,250,15000,1250,H,05.png,13.89,0.03435,2
50,250,15000,1250,H,06.png,13.695,0.034449999999999995,2
50,250,15000,1250,H,07.png,13.805,0.03435,2
50,250,15000,1250,H,08.png,13.86,0.0345,2
50,250,15000,1250,H,09.png,13.795,0.034350000000000006,2
50,250,15000,1250,H,10.png,13.79,0.0344,2
50,250,15000,1250,V,01.png,3.5949999999999998,0.14005,2
50,250,15000,1250,V,02.png,3.575,0.14295,2
50,250,15000,1250,V,03.png,3.2649999999999997,0.15775,2
50,250,15000,1250,V,04.png,3.24,0.16,2
50,250,15000,1250,V,05.png,3.21,0.15910000000000002,2
50,250,15000,1250,V,06.png,3.315,0.15625,2
50,250,15000,1250,V,07.png,3.3049999999999997,0.15810000000000002,2
50,250,15000,1250,V,08.png,3.27,0.1575,2
50,250,15000,1250,V,09.png,3.24,0.15655,2
50,250,15000,1250,V,10.png,3.35,0.15615,2
50,250,40000,1250,H,01.png,13.02,0.03705,2
50,250,40000,1250,H,02.png,12.77,0.038,2
50,250,40000,1250,H,03.png,13.02,0.03715,2
50,250,40000,1250,H,04.png,12.684999999999999,0.0382,2
50,250,40000,1250,H,05.png,12.93,0.0376,2
50,250,40000,1250,H,06.png,12.61,0.038349999999999995,2
50,250,40000,1250,H,07.png,13.055,0.037099999999999994,2
50,250,40000,1250,H,08.png,12.73,0.03825,2
50,250,40000,1250,H,09.png,12.625,0.03855,2
50,250,40000,1250,H,10.png,12.66,0.038250000000000006,2
50,250,40000,1250,V,01.png,3.6500000000000004,0.14515,2
50,250,40000,1250,V,02.png,3.8200000000000003,0.14429999999999998,2
50,250,40000,1250,V,03.png,3.685,0.1441,2
50,250,40000,1250,V,04.png,3.8,0.14175,2
50,250,40000,1250,V,05.png,3.77,0.14475,2
50,250,40000,1250,V,06.png,3.8049999999999997,0.14334999999999998,2
50,250,40000,1250,V,07.png,3.6950000000000003,0.14485,2
50,250,40000,1250,V,08.png,3.8049999999999997,0.1422,2
50,250,40000,1250,V,09.png,3.8,0.14179999999999998,2
50,250,40000,1250,V,10.png,3.79,0.14334999999999998,2
50,500,15000,640,H,01.png,27.325,0.0181,2
50,500,15000,640,H,02.png,27.325,0.0181,2
50,500,15000,640,H,03.png,27.485,0.018000000000000002,2
50,500,15000,640,H,04.png,27.494999999999997,0.018000000000000002,2
50,500,15000,640,H,05.png,27.494999999999997,0.01795,2
50,500,15000,640,H,06.png,27.855,0.0179,2
50,500,15000,640,H,07.png,27.884999999999998,0.0178,2
50,500,15000,640,H,08.png,27.935,0.017849999999999998,2
50,500,15000,640,H,09.png,27.869999999999997,0.0178,2
50,500,15000,640,H,10.png,27.53,0.018,2
50,500,15000,640,V,01.png,4.105,0.12125,2
50,500,15000,640,V,02.png,4.105,0.12125,2
50,500,15000,640,V,03.png,4.21,0.11825,2
50,500,15000,640,V,04.png,4.15,0.11945,2
50,500,15000,640,V,05.png,4.175,0.11945,2
50,500,15000,640,V,06.png,3.995,0.12480000000000001,2
50,500,15000,640,V,07.png,4.035,0.1235,2
50,500,15000,640,V,08.png,4.0,0.1241,2
50,500,15000,640,V,09.png,4.045,0.12275,2
50,500,15000,640,V,10.png,4.145,0.1182,2
50,500,40000,640,H,01.png,25.29,0.0204,2
50,500,40000,640,H,02.png,25.14,0.02065,2
50,500,40000,640,H,03.png,25.130000000000003,0.020749999999999998,2
50,500,40000,640,H,04.png,25.119999999999997,0.0206,2
50,500,40000,640,H,05.png,25.165,0.02065,2
50,500,40000,640,H,06.png,25.240000000000002,0.0207,2
50,500,40000,640,H,07.png,24.695,0.0206,2
50,500,40000,640,H,08.png,25.21,0.0205,2
50,500,40000,640,H,09.png,25.06,0.0207,2
50,500,40000,640,H,10.png,26.189999999999998,0.01965,2
50,500,40000,640,V,01.png,3.8099999999999996,0.13235000000000002,2
50,500,40000,640,V,02.png,3.66,0.13515,2
50,500,40000,640,V,03.png,3.65,0.13524999999999998,2
50,500,40000,640,V,04.png,3.74,0.13369999999999999,2
50,500,40000,640,V,05.png,3.7249999999999996,0.13395,2
50,500,40000,640,V,06.png,3.73,0.13319999999999999,2
50,500,40000,640,V,07.png,3.6550000000000002,0.1356,2
50,500,40000,640,V,08.png,3.765,0.133,2
50,500,40000,640,V,09.png,3.66,0.1353,2
50,500,40000,640,V,10.png,3.9699999999999998,0.12639999999999998,2
70,50,15000,1600,H,01.png,5.355,0.09215,2
70,50,15000,1600,H,02.png,5.98,0.08295,2
70,50,15000,1600,H,03.png,5.82,0.0823,2
70,50,15000,1600,H,04.png,4.835,0.0997,2
70,50,15000,1600,H,05.png,4.890000000000001,0.09939999999999999,2
70,50,15000,1600,H,06.png,4.984999999999999,0.0965,2
70,50,15000,1600,H,07.png,5.34,0.0909,2
70,50,15000,1600,H,08.png,5.36,0.0906,2
70,50,15000,1600,H,09.png,5.109999999999999,0.0951,2
70,50,15000,1600,H,10.png,5.355,0.0901,2
70,50,15000,1600,V,01.png,3.26,0.1708,2
70,50,15000,1600,V,02.png,3.3449999999999998,0.152,2
70,50,15000,1600,V,03.png,3.37,0.15475,2
70,50,15000,1600,V,04.png,2.835,0.1896,2
70,50,15000,1600,V,05.png,3.0700000000000003,0.18095,2
70,50,15000,1600,V,06.png,2.96,0.1789,2
70,50,15000,1600,V,07.png,3.17,0.17125,2
70,50,15000,1600,V,08.png,3.125,0.1691,2
70,50,15000,1600,V,09.png,2.975,0.1728,2
70,50,15000,1600,V,10.png,3.325,0.1613,2
70,50,40000,1600,H,01.png,5.355,0.0892,2
70,50,40000,1600,H,02.png,5.244999999999999,0.09179999999999999,2
70,50,40000,1600,H,03.png,5.195,0.09145,2
70,50,40000,1600,H,04.png,5.495,0.08804999999999999,2
70,50,40000,1600,H,05.png,5.075,0.09275,2
70,50,40000,1600,H,06.png,5.6850000000000005,0.08474999999999999,2
70,50,40000,1600,H,07.png,5.3149999999999995,0.0897,2
70,50,40000,1600,H,08.png,5.074999999999999,0.093,2
70,50,40000,1600,H,09.png,5.145,0.0916,2
70,50,40000,1600,H,10.png,5.484999999999999,0.0885,2
70,50,40000,1600,V,01.png,3.42,0.15244999999999997,2
70,50,40000,1600,V,02.png,3.505,0.1527,2
70,50,40000,1600,V,03.png,3.4749999999999996,0.1548,2
70,50,40000,1600,V,04.png,3.505,0.15234999999999999,2
70,50,40000,1600,V,05.png,3.4699999999999998,0.15785,2
70,50,40000,1600,V,06.png,3.645,0.14825,2
70,50,40000,1600,V,07.png,3.535,0.1531,2
70,50,40000,1600,V,08.png,3.505,0.15045,2
70,50,40000,1600,V,09.png,3.455,0.15394999999999998,2
70,50,40000,1600,V,10.png,3.4050000000000002,0.15345,2
70,100,15000,1600,H,01.png,8.530000000000001,0.055900000000000005,2
70,100,15000,1600,H,02.png,8.45,0.0565,2
70,100,15000,1600,H,03.png,8.44,0.05545,2
70,100,15000,1600,H,04.png,8.765,0.054349999999999996,2
70,100,15000,1600,H,05.png,8.254999999999999,0.05740000000000001,2
70,100,15000,1600,H,06.png,8.7,0.054400000000000004,2
70,100,15000,1600,H,07.png,8.675,0.0553,2
70,100,15000,1600,H,08.png,8.2,0.05775,2
70,100,15000,1600,H,09.png,8.274999999999999,0.057749999999999996,2
70,100,15000,1600,H,10.png,8.355,0.05715,2
70,100,15000,1600,V,01.png,3.3200000000000003,0.15755000000000002,2
70,100,15000,1600,V,02.png,3.285,0.1573,2
70,100,15000,1600,V,03.png,3.2300000000000004,0.1628,2
70,100,15000,1600,V,04.png,3.455,0.1476,2
70,100,15000,1600,V,05.png,2.985,0.17495,2
70,100,15000,1600,V,06.png,3.455,0.1489,2
70,100,15000,1600,V,07.png,3.35,0.15710000000000002,2
70,100,15000,1600,V,08.png,3.025,0.17220000000000002,2
70,100,15000,1600,V,09.png,3.04,0.16965,2
70,100,15000,1600,V,10.png,3.135,0.16605,2
70,100,40000,1600,H,01.png,8.25,0.05735,4
70,100,40000,1600,H,02.png,8.485,0.05585,2
70,100,40000,1600,H,03.png,8.39,0.05645,2
70,100,40000,1600,H,04.png,8.355,0.0568,2
70,100,40000,1600,H,05.png,8.5,0.056,2
70,100,40000,1600,H,06.png,8.3,0.05755,2
70,100,40000,1600,H,07.png,8.495000000000001,0.056,2
70,100,40000,1600,H,08.png,8.245000000000001,0.0571,2
70,100,40000,1600,H,09.png,8.3,0.056999999999999995,2
70,100,40000,1600,H,10.png,8.559999999999999,0.055400000000000005,2
70,100,40000,1600,V,01.png,3.6100000000000003,0.14834999999999998,4
70,100,40000,1600,V,02.png,3.63,0.14650000000000002,2
70,100,40000,1600,V,03.png,3.55,0.14905000000000002,2
70,100,40000,1600,V,04.png,3.59,0.1516,2
70,100,40000,1600,V,05.png,3.71,0.14125,2
70,100,40000,1600,V,06.png,3.545,0.1512,2
70,100,40000,1600,V,07.png,3.66,0.14365,2
70,100,40000,1600,V,08.png,3.5999999999999996,0.14925,2
70,100,40000,1600,V,09.png,3.54,0.15345,2
70,100,40000,1600,V,10.png,3.665,0.1444,2
70,250,15000,1250,H,01.png,18.895,0.02515,2
70,250,15000,1250,H,02.png,19.035,0.025050000000000003,2
70,250,15000,1250,H,03.png,18.884999999999998,0.02525,2
70,250,15000,1250,H,04.png,19.060000000000002,0.02515,2
70,250,15000,1250,H,05.png,18.78,0.0254,2
70,250,15000,1250,H,06.png,19.055,0.0248,2
70,250,15000,1250,H,07.png,19.145,0.0249,2
70,250,15000,1250,H,08.png,19.005000000000003,0.02525,2
70,250,15000,1250,H,09.png,18.92,0.0253,2
70,250,15000,1250,H,10.png,19.245,0.02465,2
70,250,15000,1250,V,01.png,3.63,0.13879999999999998,2
70,250,15000,1250,V,02.png,3.525,0.1436,2
70,250,15000,1250,V,03.png,3.5650000000000004,0.1405,2
70,250,15000,1250,V,04.png,3.49,0.1466,2
70,250,15000,1250,V,05.png,3.58,0.1414,2
70,250,15000,1250,V,06.png,3.83,0.13374999999999998,2
70,250,15000,1250,V,07.png,3.785,0.13315,2
70,250,15000,1250,V,08.png,3.6550000000000002,0.1396,2
70,250,15000,1250,V,09.png,3.67,0.1372,2
70,250,15000,1250,V,10.png,3.91,0.13,2
70,250,40000,1250,H,01.png,17.725,0.027450000000000002,2
70,250,40000,1250,H,02.png,17.585,0.02765,2
70,250,40000,1250,H,03.png,17.479999999999997,0.02785,2
70,250,40000,1250,H,04.png,17.325,0.02805,2
70,250,40000,1250,H,05.png,17.33,0.02825,2
70,250,40000,1250,H,06.png,17.245,0.02835,2
70,250,40000,1250,H,07.png,17.565,0.02775,2
70,250,40000,1250,H,08.png,17.565,0.0279,2
70,250,40000,1250,H,09.png,17.134999999999998,0.028450000000000003,2
70,250,40000,1250,H,10.png,17.355,0.02825,2
70,250,40000,1250,V,01.png,3.955,0.13255,2
70,250,40000,1250,V,02.png,3.905,0.1313,2
70,250,40000,1250,V,03.png,4.085,0.1295,2
70,250,40000,1250,V,04.png,4.1899999999999995,0.12745,2
70,250,40000,1250,V,05.png,4.029999999999999,0.12945,2
70,250,40000,1250,V,06.png,4.085,0.1286,2
70,250,40000,1250,V,07.png,4.005,0.1311,2
70,250,40000,1250,V,08.png,4.07,0.12975,2
70,250,40000,1250,V,09.png,4.02,0.1316,2
70,250,40000,1250,V,10.png,3.975,0.13095,2
70,500,15000,640,H,01.png,38.235,0.01325,2
70,500,15000,640,H,02.png,38.129999999999995,0.0133,2
70,500,15000,640,H,03.png,38.13,0.0132,2
70,500,15000,640,H,04.png,38.16,0.0133,2
70,500,15000,640,H,05.png,38.715,0.013049999999999999,2
70,500,15000,640,H,06.png,38.25,0.013049999999999999,2
70,500,15000,640,H,07.png,38.400000000000006,0.0131,2
70,500,15000,640,H,08.png,38.255,0.0132,2
70,500,15000,640,H,09.png,38.045,0.01325,2
70,500,15000,640,H,10.png,38.69,0.013049999999999999,2
70,500,15000,640,V,01.png,4.869999999999999,0.0998,2
70,500,15000,640,V,02.png,4.8149999999999995,0.0998,2
70,500,15000,640,V,03.png,4.8149999999999995,0.10035,2
70,500,15000,640,V,04.png,4.8100000000000005,0.0999,2
70,500,15000,640,V,05.png,4.755,0.10105,2
70,500,15000,640,V,06.png,5.07,0.095,2
70,500,15000,640,V,07.png,4.83,0.09964999999999999,2
70,500,15000,640,V,08.png,4.835,0.1001,2
70,500,15000,640,V,09.png,4.859999999999999,0.0994,2
70,500,15000,640,V,10.png,5.074999999999999,0.09440000000000001,2
70,500,40000,640,H,02.png,35.05,0.0158,4
70,500,40000,640,H,03.png,35.055,0.0158,4
70,500,40000,640,H,05.png,35.19,0.0159,4
70,500,40000,640,H,06.png,36.24,0.01465,4
70,500,40000,640,H,07.png,35.335,0.015600000000000001,4
70,500,40000,640,H,08.png,35.665,0.0151,4
70,500,40000,640,H,09.png,35.16,0.01585,4
70,500,40000,640,V,02.png,4.355,0.11124999999999999,4
70,500,40000,640,V,03.png,4.425,0.11025,4
70,500,40000,640,V,05.png,4.380000000000001,0.11055000000000001,4
70,500,40000,640,V,06.png,4.555,0.1059,4
70,500,40000,640,V,07.png,4.465,0.10915,4
70,500,40000,640,V,08.png,4.58,0.10769999999999999,4
70,500,40000,640,V,09.png,4.4399999999999995,0.10955000000000001,4
